id	col1	col2	random
4367	row4367_col1	row4367_col2	8806
4368	row4368_col1	row4368_col2	1590
4369	row4369_col1	row4369_col2	8697
4370	row4370_col1	row4370_col2	2122
4371	row4371_col1	row4371_col2	8464
4372	row4372_col1	row4372_col2	7914
4373	row4373_col1	row4373_col2	7860
4374	row4374_col1	row4374_col2	4085
4375	row4375_col1	row4375_col2	7277
4376	row4376_col1	row4376_col2	4108
4377	row4377_col1	row4377_col2	7012
4378	row4378_col1	row4378_col2	5051
4379	row4379_col1	row4379_col2	3971
4380	row4380_col1	row4380_col2	4868
4381	row4381_col1	row4381_col2	8260
4382	row4382_col1	row4382_col2	5306
4383	row4383_col1	row4383_col2	4014
4384	row4384_col1	row4384_col2	3175
4385	row4385_col1	row4385_col2	5983
4386	row4386_col1	row4386_col2	3593
4387	row4387_col1	row4387_col2	623
4388	row4388_col1	row4388_col2	380
4389	row4389_col1	row4389_col2	9013
4390	row4390_col1	row4390_col2	9472
4391	row4391_col1	row4391_col2	9032
4392	row4392_col1	row4392_col2	5164
4393	row4393_col1	row4393_col2	1989
4394	row4394_col1	row4394_col2	4187
4395	row4395_col1	row4395_col2	2404
4396	row4396_col1	row4396_col2	3215
4397	row4397_col1	row4397_col2	2339
4398	row4398_col1	row4398_col2	6848
4399	row4399_col1	row4399_col2	774
4400	row4400_col1	row4400_col2	9536
4401	row4401_col1	row4401_col2	2945
4402	row4402_col1	row4402_col2	1290
4403	row4403_col1	row4403_col2	1612
4404	row4404_col1	row4404_col2	8584
4405	row4405_col1	row4405_col2	8336
4406	row4406_col1	row4406_col2	8537
4407	row4407_col1	row4407_col2	746
4408	row4408_col1	row4408_col2	5598
4409	row4409_col1	row4409_col2	7121
4410	row4410_col1	row4410_col2	6057
4411	row4411_col1	row4411_col2	7198
4412	row4412_col1	row4412_col2	2220
4413	row4413_col1	row4413_col2	246
4414	row4414_col1	row4414_col2	1394
4415	row4415_col1	row4415_col2	1261
4416	row4416_col1	row4416_col2	9387
4417	row4417_col1	row4417_col2	9541
4418	row4418_col1	row4418_col2	556
4419	row4419_col1	row4419_col2	1111
4420	row4420_col1	row4420_col2	97
4421	row4421_col1	row4421_col2	4982
4422	row4422_col1	row4422_col2	3062
4423	row4423_col1	row4423_col2	1169
4424	row4424_col1	row4424_col2	512
4425	row4425_col1	row4425_col2	2929
4426	row4426_col1	row4426_col2	5781
4427	row4427_col1	row4427_col2	1873
4428	row4428_col1	row4428_col2	2060
4429	row4429_col1	row4429_col2	2494
4430	row4430_col1	row4430_col2	8342
4431	row4431_col1	row4431_col2	6457
4432	row4432_col1	row4432_col2	1701
4433	row4433_col1	row4433_col2	6027
4434	row4434_col1	row4434_col2	2100
4435	row4435_col1	row4435_col2	1132
4436	row4436_col1	row4436_col2	841
4437	row4437_col1	row4437_col2	5246
4438	row4438_col1	row4438_col2	4500
4439	row4439_col1	row4439_col2	1843
4440	row4440_col1	row4440_col2	3744
4441	row4441_col1	row4441_col2	4545
4442	row4442_col1	row4442_col2	3968
4443	row4443_col1	row4443_col2	6105
4444	row4444_col1	row4444_col2	1889
4445	row4445_col1	row4445_col2	6090
4446	row4446_col1	row4446_col2	1348
4447	row4447_col1	row4447_col2	8328
4448	row4448_col1	row4448_col2	528
4449	row4449_col1	row4449_col2	5541
4450	row4450_col1	row4450_col2	5250
4451	row4451_col1	row4451_col2	8784
4452	row4452_col1	row4452_col2	3936
4453	row4453_col1	row4453_col2	6703
4454	row4454_col1	row4454_col2	850
4455	row4455_col1	row4455_col2	1713
4456	row4456_col1	row4456_col2	3392
4457	row4457_col1	row4457_col2	4719
4458	row4458_col1	row4458_col2	9267
4459	row4459_col1	row4459_col2	5072
4460	row4460_col1	row4460_col2	4550
4461	row4461_col1	row4461_col2	2554
4462	row4462_col1	row4462_col2	5504
4463	row4463_col1	row4463_col2	6315
4464	row4464_col1	row4464_col2	2409
4465	row4465_col1	row4465_col2	1990
4466	row4466_col1	row4466_col2	784
4467	row4467_col1	row4467_col2	322
4468	row4468_col1	row4468_col2	2957
4469	row4469_col1	row4469_col2	5759
4470	row4470_col1	row4470_col2	526
4471	row4471_col1	row4471_col2	252
4472	row4472_col1	row4472_col2	8954
4473	row4473_col1	row4473_col2	8847
4474	row4474_col1	row4474_col2	6467
4475	row4475_col1	row4475_col2	8057
4476	row4476_col1	row4476_col2	4898
4477	row4477_col1	row4477_col2	1459
4478	row4478_col1	row4478_col2	1068
4479	row4479_col1	row4479_col2	4567
4480	row4480_col1	row4480_col2	6172
4481	row4481_col1	row4481_col2	2440
4482	row4482_col1	row4482_col2	2493
4483	row4483_col1	row4483_col2	240
4484	row4484_col1	row4484_col2	4605
4485	row4485_col1	row4485_col2	883
4486	row4486_col1	row4486_col2	1163
4487	row4487_col1	row4487_col2	5741
4488	row4488_col1	row4488_col2	8733
4489	row4489_col1	row4489_col2	1442
4490	row4490_col1	row4490_col2	1166
4491	row4491_col1	row4491_col2	4176
4492	row4492_col1	row4492_col2	8553
4493	row4493_col1	row4493_col2	5867
4494	row4494_col1	row4494_col2	2493
4495	row4495_col1	row4495_col2	3825
4496	row4496_col1	row4496_col2	7467
4497	row4497_col1	row4497_col2	7573
4498	row4498_col1	row4498_col2	733
4499	row4499_col1	row4499_col2	7489
4500	row4500_col1	row4500_col2	3060
4501	row4501_col1	row4501_col2	405
4502	row4502_col1	row4502_col2	1089
4503	row4503_col1	row4503_col2	1742
4504	row4504_col1	row4504_col2	964
4505	row4505_col1	row4505_col2	2401
4506	row4506_col1	row4506_col2	9906
4507	row4507_col1	row4507_col2	4827
4508	row4508_col1	row4508_col2	9313
4509	row4509_col1	row4509_col2	5020
4510	row4510_col1	row4510_col2	7623
4511	row4511_col1	row4511_col2	1081
4512	row4512_col1	row4512_col2	3966
4513	row4513_col1	row4513_col2	2922
4514	row4514_col1	row4514_col2	2851
4515	row4515_col1	row4515_col2	5371
4516	row4516_col1	row4516_col2	4954
4517	row4517_col1	row4517_col2	3537
4518	row4518_col1	row4518_col2	6545
4519	row4519_col1	row4519_col2	7721
4520	row4520_col1	row4520_col2	4752
4521	row4521_col1	row4521_col2	8823
4522	row4522_col1	row4522_col2	8935
4523	row4523_col1	row4523_col2	801
4524	row4524_col1	row4524_col2	3057
4525	row4525_col1	row4525_col2	8202
4526	row4526_col1	row4526_col2	3228
4527	row4527_col1	row4527_col2	6001
4528	row4528_col1	row4528_col2	9187
4529	row4529_col1	row4529_col2	529
4530	row4530_col1	row4530_col2	5486
4531	row4531_col1	row4531_col2	5558
4532	row4532_col1	row4532_col2	5274
4533	row4533_col1	row4533_col2	8439
4534	row4534_col1	row4534_col2	7372
4535	row4535_col1	row4535_col2	4854
4536	row4536_col1	row4536_col2	5669
4537	row4537_col1	row4537_col2	625
4538	row4538_col1	row4538_col2	1165
4539	row4539_col1	row4539_col2	3873
4540	row4540_col1	row4540_col2	2303
4541	row4541_col1	row4541_col2	7818
4542	row4542_col1	row4542_col2	1005
4543	row4543_col1	row4543_col2	9453
4544	row4544_col1	row4544_col2	6407
4545	row4545_col1	row4545_col2	7541
4546	row4546_col1	row4546_col2	8723
4547	row4547_col1	row4547_col2	3768
4548	row4548_col1	row4548_col2	221
4549	row4549_col1	row4549_col2	4236
4550	row4550_col1	row4550_col2	5002
4551	row4551_col1	row4551_col2	1060
4552	row4552_col1	row4552_col2	2378
4553	row4553_col1	row4553_col2	5860
4554	row4554_col1	row4554_col2	684
4555	row4555_col1	row4555_col2	2739
4556	row4556_col1	row4556_col2	9395
4557	row4557_col1	row4557_col2	5870
4558	row4558_col1	row4558_col2	5835
4559	row4559_col1	row4559_col2	3483
4560	row4560_col1	row4560_col2	8846
4561	row4561_col1	row4561_col2	4484
4562	row4562_col1	row4562_col2	5553
4563	row4563_col1	row4563_col2	2277
4564	row4564_col1	row4564_col2	7885
4565	row4565_col1	row4565_col2	5762
4566	row4566_col1	row4566_col2	3277
4567	row4567_col1	row4567_col2	5662
4568	row4568_col1	row4568_col2	2486
4569	row4569_col1	row4569_col2	4246
4570	row4570_col1	row4570_col2	6142
4571	row4571_col1	row4571_col2	2035
4572	row4572_col1	row4572_col2	4529
4573	row4573_col1	row4573_col2	3857
4574	row4574_col1	row4574_col2	8401
4575	row4575_col1	row4575_col2	5160
4576	row4576_col1	row4576_col2	8592
4577	row4577_col1	row4577_col2	8136
4578	row4578_col1	row4578_col2	4085
4579	row4579_col1	row4579_col2	8649
4580	row4580_col1	row4580_col2	5040
4581	row4581_col1	row4581_col2	6154
4582	row4582_col1	row4582_col2	6910
4583	row4583_col1	row4583_col2	9163
4584	row4584_col1	row4584_col2	5957
4585	row4585_col1	row4585_col2	6509
4586	row4586_col1	row4586_col2	9695
4587	row4587_col1	row4587_col2	3368
4588	row4588_col1	row4588_col2	7976
4589	row4589_col1	row4589_col2	6912
4590	row4590_col1	row4590_col2	4389
4591	row4591_col1	row4591_col2	7035
4592	row4592_col1	row4592_col2	618
4593	row4593_col1	row4593_col2	1415
4594	row4594_col1	row4594_col2	4900
4595	row4595_col1	row4595_col2	7932
4596	row4596_col1	row4596_col2	8797
4597	row4597_col1	row4597_col2	6223
4598	row4598_col1	row4598_col2	4184
4599	row4599_col1	row4599_col2	8909
4600	row4600_col1	row4600_col2	7991
4601	row4601_col1	row4601_col2	9940
4602	row4602_col1	row4602_col2	9629
4603	row4603_col1	row4603_col2	9416
4604	row4604_col1	row4604_col2	4746
4605	row4605_col1	row4605_col2	3605
4606	row4606_col1	row4606_col2	3284
4607	row4607_col1	row4607_col2	7431
4608	row4608_col1	row4608_col2	6325
4609	row4609_col1	row4609_col2	8971
4610	row4610_col1	row4610_col2	6205
4611	row4611_col1	row4611_col2	2498
4612	row4612_col1	row4612_col2	4701
4613	row4613_col1	row4613_col2	2771
4614	row4614_col1	row4614_col2	2085
4615	row4615_col1	row4615_col2	3543
4616	row4616_col1	row4616_col2	9583
4617	row4617_col1	row4617_col2	6166
4618	row4618_col1	row4618_col2	6263
4619	row4619_col1	row4619_col2	6505
4620	row4620_col1	row4620_col2	7709
4621	row4621_col1	row4621_col2	7851
4622	row4622_col1	row4622_col2	3732
4623	row4623_col1	row4623_col2	586
4624	row4624_col1	row4624_col2	982
4625	row4625_col1	row4625_col2	5596
4626	row4626_col1	row4626_col2	5199
4627	row4627_col1	row4627_col2	302
4628	row4628_col1	row4628_col2	5700
4629	row4629_col1	row4629_col2	140
4630	row4630_col1	row4630_col2	4277
4631	row4631_col1	row4631_col2	6482
4632	row4632_col1	row4632_col2	7637
4633	row4633_col1	row4633_col2	1969
4634	row4634_col1	row4634_col2	3367
4635	row4635_col1	row4635_col2	2092
4636	row4636_col1	row4636_col2	4579
4637	row4637_col1	row4637_col2	4623
4638	row4638_col1	row4638_col2	1743
4639	row4639_col1	row4639_col2	5172
4640	row4640_col1	row4640_col2	6350
4641	row4641_col1	row4641_col2	801
4642	row4642_col1	row4642_col2	808
4643	row4643_col1	row4643_col2	89
4644	row4644_col1	row4644_col2	4680
4645	row4645_col1	row4645_col2	7235
4646	row4646_col1	row4646_col2	8642
4647	row4647_col1	row4647_col2	2767
4648	row4648_col1	row4648_col2	514
4649	row4649_col1	row4649_col2	2684
4650	row4650_col1	row4650_col2	9941
4651	row4651_col1	row4651_col2	4810
4652	row4652_col1	row4652_col2	2523
4653	row4653_col1	row4653_col2	7467
4654	row4654_col1	row4654_col2	3316
4655	row4655_col1	row4655_col2	3005
4656	row4656_col1	row4656_col2	9481
4657	row4657_col1	row4657_col2	957
4658	row4658_col1	row4658_col2	6974
4659	row4659_col1	row4659_col2	3608
4660	row4660_col1	row4660_col2	4586
4661	row4661_col1	row4661_col2	8365
4662	row4662_col1	row4662_col2	6446
4663	row4663_col1	row4663_col2	5579
4664	row4664_col1	row4664_col2	1525
4665	row4665_col1	row4665_col2	1793
4666	row4666_col1	row4666_col2	2186
4667	row4667_col1	row4667_col2	1783
4668	row4668_col1	row4668_col2	6146
4669	row4669_col1	row4669_col2	6957
4670	row4670_col1	row4670_col2	169
4671	row4671_col1	row4671_col2	963
4672	row4672_col1	row4672_col2	3780
4673	row4673_col1	row4673_col2	1091
4674	row4674_col1	row4674_col2	3354
4675	row4675_col1	row4675_col2	3734
4676	row4676_col1	row4676_col2	3269
4677	row4677_col1	row4677_col2	1773
4678	row4678_col1	row4678_col2	8275
4679	row4679_col1	row4679_col2	2369
4680	row4680_col1	row4680_col2	1717
4681	row4681_col1	row4681_col2	829
4682	row4682_col1	row4682_col2	6219
4683	row4683_col1	row4683_col2	2301
4684	row4684_col1	row4684_col2	6713
4685	row4685_col1	row4685_col2	3860
4686	row4686_col1	row4686_col2	9466
4687	row4687_col1	row4687_col2	9360
4688	row4688_col1	row4688_col2	6010
4689	row4689_col1	row4689_col2	8938
4690	row4690_col1	row4690_col2	5995
4691	row4691_col1	row4691_col2	5536
4692	row4692_col1	row4692_col2	7758
4693	row4693_col1	row4693_col2	6033
4694	row4694_col1	row4694_col2	569
4695	row4695_col1	row4695_col2	9162
4696	row4696_col1	row4696_col2	4761
4697	row4697_col1	row4697_col2	3117
4698	row4698_col1	row4698_col2	8891
4699	row4699_col1	row4699_col2	1937
4700	row4700_col1	row4700_col2	7199
4701	row4701_col1	row4701_col2	272
4702	row4702_col1	row4702_col2	7212
4703	row4703_col1	row4703_col2	176
4704	row4704_col1	row4704_col2	3207
4705	row4705_col1	row4705_col2	3798
4706	row4706_col1	row4706_col2	160
4707	row4707_col1	row4707_col2	6149
4708	row4708_col1	row4708_col2	2173
4709	row4709_col1	row4709_col2	7131
4710	row4710_col1	row4710_col2	4767
4711	row4711_col1	row4711_col2	4317
4712	row4712_col1	row4712_col2	7362
4713	row4713_col1	row4713_col2	4087
4714	row4714_col1	row4714_col2	1370
4715	row4715_col1	row4715_col2	9201
4716	row4716_col1	row4716_col2	6660
4717	row4717_col1	row4717_col2	630
4718	row4718_col1	row4718_col2	7760
4719	row4719_col1	row4719_col2	9523
4720	row4720_col1	row4720_col2	471
4721	row4721_col1	row4721_col2	2321
4722	row4722_col1	row4722_col2	2319
4723	row4723_col1	row4723_col2	1746
4724	row4724_col1	row4724_col2	4878
4725	row4725_col1	row4725_col2	3747
4726	row4726_col1	row4726_col2	8680
4727	row4727_col1	row4727_col2	9113
4728	row4728_col1	row4728_col2	462
4729	row4729_col1	row4729_col2	1668
4730	row4730_col1	row4730_col2	7709
4731	row4731_col1	row4731_col2	3892
4732	row4732_col1	row4732_col2	1193
4733	row4733_col1	row4733_col2	2172
4734	row4734_col1	row4734_col2	9078
4735	row4735_col1	row4735_col2	2393
4736	row4736_col1	row4736_col2	1489
4737	row4737_col1	row4737_col2	1007
4738	row4738_col1	row4738_col2	7753
4739	row4739_col1	row4739_col2	8015
4740	row4740_col1	row4740_col2	7083
4741	row4741_col1	row4741_col2	5472
4742	row4742_col1	row4742_col2	848
4743	row4743_col1	row4743_col2	5496
4744	row4744_col1	row4744_col2	6782
4745	row4745_col1	row4745_col2	2846
4746	row4746_col1	row4746_col2	1549
4747	row4747_col1	row4747_col2	5240
4748	row4748_col1	row4748_col2	2091
4749	row4749_col1	row4749_col2	4799
4750	row4750_col1	row4750_col2	8878
4751	row4751_col1	row4751_col2	9562
4752	row4752_col1	row4752_col2	9850
4753	row4753_col1	row4753_col2	4133
4754	row4754_col1	row4754_col2	6988
4755	row4755_col1	row4755_col2	4220
4756	row4756_col1	row4756_col2	564
4757	row4757_col1	row4757_col2	9950
4758	row4758_col1	row4758_col2	383
4759	row4759_col1	row4759_col2	8128
4760	row4760_col1	row4760_col2	1397
4761	row4761_col1	row4761_col2	2840
4762	row4762_col1	row4762_col2	5228
4763	row4763_col1	row4763_col2	4998
4764	row4764_col1	row4764_col2	5427
4765	row4765_col1	row4765_col2	4985
4766	row4766_col1	row4766_col2	480
4767	row4767_col1	row4767_col2	4975
4768	row4768_col1	row4768_col2	8426
4769	row4769_col1	row4769_col2	5861
4770	row4770_col1	row4770_col2	9149
4771	row4771_col1	row4771_col2	6697
4772	row4772_col1	row4772_col2	5558
4773	row4773_col1	row4773_col2	7930
4774	row4774_col1	row4774_col2	1826
4775	row4775_col1	row4775_col2	7127
4776	row4776_col1	row4776_col2	796
4777	row4777_col1	row4777_col2	4156
4778	row4778_col1	row4778_col2	8944
4779	row4779_col1	row4779_col2	6256
4780	row4780_col1	row4780_col2	7581
4781	row4781_col1	row4781_col2	5405
4782	row4782_col1	row4782_col2	2409
4783	row4783_col1	row4783_col2	34
4784	row4784_col1	row4784_col2	8303
4785	row4785_col1	row4785_col2	9858
4786	row4786_col1	row4786_col2	3623
4787	row4787_col1	row4787_col2	7870
4788	row4788_col1	row4788_col2	4026
4789	row4789_col1	row4789_col2	7781
4790	row4790_col1	row4790_col2	6254
4791	row4791_col1	row4791_col2	1508
4792	row4792_col1	row4792_col2	5288
4793	row4793_col1	row4793_col2	4298
4794	row4794_col1	row4794_col2	6348
4795	row4795_col1	row4795_col2	2936
4796	row4796_col1	row4796_col2	5449
4797	row4797_col1	row4797_col2	8602
4798	row4798_col1	row4798_col2	34
4799	row4799_col1	row4799_col2	6497
4800	row4800_col1	row4800_col2	2343
4801	row4801_col1	row4801_col2	7936
4802	row4802_col1	row4802_col2	8855
4803	row4803_col1	row4803_col2	4214
4804	row4804_col1	row4804_col2	2196
4805	row4805_col1	row4805_col2	9304
4806	row4806_col1	row4806_col2	499
4807	row4807_col1	row4807_col2	9580
4808	row4808_col1	row4808_col2	5125
4809	row4809_col1	row4809_col2	5035
4810	row4810_col1	row4810_col2	6743
4811	row4811_col1	row4811_col2	5656
4812	row4812_col1	row4812_col2	2941
4813	row4813_col1	row4813_col2	7069
4814	row4814_col1	row4814_col2	6415
4815	row4815_col1	row4815_col2	8782
4816	row4816_col1	row4816_col2	743
4817	row4817_col1	row4817_col2	6504
4818	row4818_col1	row4818_col2	9062
4819	row4819_col1	row4819_col2	8577
4820	row4820_col1	row4820_col2	3500
4821	row4821_col1	row4821_col2	4982
4822	row4822_col1	row4822_col2	6231
4823	row4823_col1	row4823_col2	3893
4824	row4824_col1	row4824_col2	6118
4825	row4825_col1	row4825_col2	7194
4826	row4826_col1	row4826_col2	6480
4827	row4827_col1	row4827_col2	3161
4828	row4828_col1	row4828_col2	9098
4829	row4829_col1	row4829_col2	9594
4830	row4830_col1	row4830_col2	8733
4831	row4831_col1	row4831_col2	7533
4832	row4832_col1	row4832_col2	6998
4833	row4833_col1	row4833_col2	1574
4834	row4834_col1	row4834_col2	2205
4835	row4835_col1	row4835_col2	2177
4836	row4836_col1	row4836_col2	5081
4837	row4837_col1	row4837_col2	4639
4838	row4838_col1	row4838_col2	3628
4839	row4839_col1	row4839_col2	277
4840	row4840_col1	row4840_col2	4879
4841	row4841_col1	row4841_col2	1889
4842	row4842_col1	row4842_col2	8945
4843	row4843_col1	row4843_col2	4762
4844	row4844_col1	row4844_col2	1349
4845	row4845_col1	row4845_col2	5160
4846	row4846_col1	row4846_col2	1345
4847	row4847_col1	row4847_col2	3997
4848	row4848_col1	row4848_col2	9105
4849	row4849_col1	row4849_col2	5121
4850	row4850_col1	row4850_col2	5984
4851	row4851_col1	row4851_col2	493
4852	row4852_col1	row4852_col2	6048
4853	row4853_col1	row4853_col2	2600
4854	row4854_col1	row4854_col2	5777
4855	row4855_col1	row4855_col2	139
4856	row4856_col1	row4856_col2	3457
4857	row4857_col1	row4857_col2	5499
4858	row4858_col1	row4858_col2	7519
4859	row4859_col1	row4859_col2	1952
4860	row4860_col1	row4860_col2	4003
4861	row4861_col1	row4861_col2	7754
4862	row4862_col1	row4862_col2	1917
4863	row4863_col1	row4863_col2	9365
4864	row4864_col1	row4864_col2	5068
4865	row4865_col1	row4865_col2	239
4866	row4866_col1	row4866_col2	5834
4867	row4867_col1	row4867_col2	1532
4868	row4868_col1	row4868_col2	2036
4869	row4869_col1	row4869_col2	5003
4870	row4870_col1	row4870_col2	6698
4871	row4871_col1	row4871_col2	2737
4872	row4872_col1	row4872_col2	7816
4873	row4873_col1	row4873_col2	5362
4874	row4874_col1	row4874_col2	8
4875	row4875_col1	row4875_col2	827
4876	row4876_col1	row4876_col2	2856
4877	row4877_col1	row4877_col2	1302
4878	row4878_col1	row4878_col2	5954
4879	row4879_col1	row4879_col2	8854
4880	row4880_col1	row4880_col2	2360
4881	row4881_col1	row4881_col2	8104
4882	row4882_col1	row4882_col2	5353
4883	row4883_col1	row4883_col2	1715
4884	row4884_col1	row4884_col2	720
4885	row4885_col1	row4885_col2	3374
4886	row4886_col1	row4886_col2	9608
4887	row4887_col1	row4887_col2	1511
4888	row4888_col1	row4888_col2	4776
4889	row4889_col1	row4889_col2	4126
4890	row4890_col1	row4890_col2	6582
4891	row4891_col1	row4891_col2	8499
4892	row4892_col1	row4892_col2	1510
4893	row4893_col1	row4893_col2	9081
4894	row4894_col1	row4894_col2	8997
4895	row4895_col1	row4895_col2	2666
4896	row4896_col1	row4896_col2	6385
4897	row4897_col1	row4897_col2	7710
4898	row4898_col1	row4898_col2	877
4899	row4899_col1	row4899_col2	9703
4900	row4900_col1	row4900_col2	4089
4901	row4901_col1	row4901_col2	7501
4902	row4902_col1	row4902_col2	8120
4903	row4903_col1	row4903_col2	6046
4904	row4904_col1	row4904_col2	5723
4905	row4905_col1	row4905_col2	4551
4906	row4906_col1	row4906_col2	6322
4907	row4907_col1	row4907_col2	6332
4908	row4908_col1	row4908_col2	5018
4909	row4909_col1	row4909_col2	8279
4910	row4910_col1	row4910_col2	8967
4911	row4911_col1	row4911_col2	8112
4912	row4912_col1	row4912_col2	9999
4913	row4913_col1	row4913_col2	5233
4914	row4914_col1	row4914_col2	5153
4915	row4915_col1	row4915_col2	4856
4916	row4916_col1	row4916_col2	7455
4917	row4917_col1	row4917_col2	3834
4918	row4918_col1	row4918_col2	2040
4919	row4919_col1	row4919_col2	5351
4920	row4920_col1	row4920_col2	5097
4921	row4921_col1	row4921_col2	86
4922	row4922_col1	row4922_col2	5748
4923	row4923_col1	row4923_col2	8130
4924	row4924_col1	row4924_col2	1038
4925	row4925_col1	row4925_col2	436
4926	row4926_col1	row4926_col2	6780
4927	row4927_col1	row4927_col2	9167
4928	row4928_col1	row4928_col2	5509
4929	row4929_col1	row4929_col2	2031
4930	row4930_col1	row4930_col2	9446
4931	row4931_col1	row4931_col2	599
4932	row4932_col1	row4932_col2	79
4933	row4933_col1	row4933_col2	7447
4934	row4934_col1	row4934_col2	7405
4935	row4935_col1	row4935_col2	1990
4936	row4936_col1	row4936_col2	8665
4937	row4937_col1	row4937_col2	6730
4938	row4938_col1	row4938_col2	9345
4939	row4939_col1	row4939_col2	4439
4940	row4940_col1	row4940_col2	7456
4941	row4941_col1	row4941_col2	8760
4942	row4942_col1	row4942_col2	7674
4943	row4943_col1	row4943_col2	3445
4944	row4944_col1	row4944_col2	8908
4945	row4945_col1	row4945_col2	2767
4946	row4946_col1	row4946_col2	1663
4947	row4947_col1	row4947_col2	2168
4948	row4948_col1	row4948_col2	9436
4949	row4949_col1	row4949_col2	1533
4950	row4950_col1	row4950_col2	3459
4951	row4951_col1	row4951_col2	1269
4952	row4952_col1	row4952_col2	2574
4953	row4953_col1	row4953_col2	6455
4954	row4954_col1	row4954_col2	7418
4955	row4955_col1	row4955_col2	9258
4956	row4956_col1	row4956_col2	7645
4957	row4957_col1	row4957_col2	1596
4958	row4958_col1	row4958_col2	2108
4959	row4959_col1	row4959_col2	221
4960	row4960_col1	row4960_col2	632
4961	row4961_col1	row4961_col2	9128
4962	row4962_col1	row4962_col2	7975
4963	row4963_col1	row4963_col2	8844
4964	row4964_col1	row4964_col2	2873
4965	row4965_col1	row4965_col2	4990
4966	row4966_col1	row4966_col2	5437
4967	row4967_col1	row4967_col2	4330
4968	row4968_col1	row4968_col2	4507
4969	row4969_col1	row4969_col2	9020
4970	row4970_col1	row4970_col2	8955
4971	row4971_col1	row4971_col2	4766
4972	row4972_col1	row4972_col2	2335
4973	row4973_col1	row4973_col2	2736
4974	row4974_col1	row4974_col2	9376
4975	row4975_col1	row4975_col2	2977
4976	row4976_col1	row4976_col2	5856
4977	row4977_col1	row4977_col2	6296
4978	row4978_col1	row4978_col2	4085
4979	row4979_col1	row4979_col2	3944
4980	row4980_col1	row4980_col2	850
4981	row4981_col1	row4981_col2	4324
4982	row4982_col1	row4982_col2	5357
4983	row4983_col1	row4983_col2	1240
4984	row4984_col1	row4984_col2	3588
4985	row4985_col1	row4985_col2	2146
4986	row4986_col1	row4986_col2	7314
4987	row4987_col1	row4987_col2	7265
4988	row4988_col1	row4988_col2	3935
4989	row4989_col1	row4989_col2	9125
4990	row4990_col1	row4990_col2	7108
4991	row4991_col1	row4991_col2	1873
4992	row4992_col1	row4992_col2	5094
4993	row4993_col1	row4993_col2	690
4994	row4994_col1	row4994_col2	4674
4995	row4995_col1	row4995_col2	7105
4996	row4996_col1	row4996_col2	79
4997	row4997_col1	row4997_col2	5372
4998	row4998_col1	row4998_col2	2933
4999	row4999_col1	row4999_col2	6849
